Ticker,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
KO,-0.020841926263955503,0.029975457578458695,-0.010697007643540573,-0.03814907324304688,0.02011059687287875,0.02556058980960691,0.03692894226291126,-0.004576410161153579,-0.023957440697879518,0.025399579456210724
LLY,-0.016077667400376677,0.021706790574772827,-0.03407684690980154,0.03814907324304688,-0.0045599907238262835,0.03680517658445481,-0.02703129137695761,0.007093517455788152,-0.01474565199326715,-0.006606862947587309
MA,-0.022341389313374784,-0.012577299168680247,0.014275270822859619,-0.0018666866538434893,0.037117681813026944,0.005077391188603964,0.01767355046979889,0.009766340648741245,-0.03409994224647243,-0.00011425870671809018
MCD,-0.020296012544715514,0.022168581649982474,-0.005859342423260949,-0.03814907324304688,0.03294542003307088,-0.007728632007059354,0.015597273095600965,-0.006122670047211861,-0.03409994224647243,0.04184386147214642
META,-0.02094831744098351,-0.029975457578458695,-0.01579595157526494,-0.0016082904337224317,0.037117681813026944,0.03680517658445481,-0.015080088154027036,-0.03000817476079727,0.026334210972385946,-0.027630728638483468
MRK,-0.017498838618782226,0.029975457578458695,-0.03181474820961038,0.03814907324304688,0.009123600460197737,0.02839505201572748,0.005856820934964644,0.0018933738893583208,-0.0068583209198891295,0.0035371837445642134
MSFT,-0.022341389313374784,-0.029975457578458695,-0.02378919227315564,-0.0032043830367044944,0.022015979953024543,0.0282697644702307,0.002072538256430331,0.016021376026659685,-0.00913971724998498,-0.02626980351036311
NEE,-0.01602345051692559,0.027364049266034522,-0.031321967020267516,-0.03814907324304688,0.00011415565969844402,-0.012823546536849743,0.03692894226291126,0.030320439670109483,0.03409994224647243,0.024962839235463115
NKE,-0.022030960768470262,-0.008261146580447663,0.01223855866396844,-0.028661804462461943,0.02210887339830757,-0.03680517658445481,-0.02299333840558535,-0.006664376401715744,0.016783809355199405,0.031275067657676035
NVDA,-0.020925621592936258,-0.029975457578458695,-0.006877251539644781,0.0062943488096885766,-0.037117681813026944,0.012070290922976162,0.018935046753244443,0.0028742003300199093,-0.008592732471330309,0.006088197702100443
ORCL,-0.022293407980474356,-0.011408932918356431,-0.0007078179991342626,0.002809222162965192,-0.0006400358424754559,0.012548405733937116,-0.018928920311028462,0.01748414994541286,-0.03409994224647243,-0.04184386147214642
PEP,-0.020302896049585392,0.029975457578458695,-0.03407684690980154,-0.03814907324304688,-0.004501934711607705,0.03458989040344963,0.030390016911389414,-0.006620521957561587,-0.027294313560171174,0.011364467640151227
PG,-0.019146792925994995,0.029975457578458695,-0.03407684690980154,-0.03814907324304688,-0.009987604161471769,0.016940660602446048,0.023310964970719886,-0.0016969005304013113,-0.025921613308392936,-0.009069709786330468
PM,-0.01732894545383311,0.029975457578458695,0.0027856532537788065,-0.03814907324304688,2.258180472579031e-05,0.03680517658445481,0.03692894226291126,-0.035113414330278835,0.001762282320419911,0.014664336527387047
QCOM,-0.021320213695494847,-0.029975457578458695,0.01182586418967974,0.005038346671376706,-0.037117681813026944,0.0031901839826447625,0.03692894226291126,-0.028616401404172674,-0.009849481732000544,0.0018649709680964373
RTX,-0.021095710046139405,0.02013593747353631,0.03407684690980154,-0.0029878279722562857,0.019539506233489264,0.001662724240755856,-0.0007234099449358079,0.022228206459080274,-0.028587188830778508,0.04184386147214642
TMO,-0.022341389313374784,-0.0006827878588448688,-0.03407684690980154,0.03814907324304688,0.0029921674433540796,-0.03680517658445481,0.03262761295811378,0.04006539592115165,0.03409994224647243,-0.008083721404635143
TSLA,-0.014814022390566024,-0.029975457578458695,-0.0002822929221070792,-0.008311048535143762,-0.011437835635660176,0.016314971979602237,-0.002865047287291946,-0.008375168363070312,0.03409994224647243,0.04184386147214642
TXN,-0.022341389313374784,-0.02662673293375936,0.0117265586097701,0.007227576818577882,-0.037117681813026944,-0.007780879751794042,0.03692894226291126,-0.021021733649787943,-0.021026906818984677,-0.003126811152043161
UNH,-0.018706817382453323,0.023301544914149232,-0.010132624106044538,0.03814907324304688,0.009928669645815567,-0.008207960835515962,-0.025222195507930867,0.02901073771235068,-0.01441506233492916,0.029424958934591204
UNP,-0.02176779406786411,0.012942088201516854,0.03407684690980154,0.0018904441739938252,-0.014488470491634875,-0.03680517658445481,-0.004592593033801635,0.010052805442788922,-0.018185907911833738,-0.009257660328100558
UPS,-0.021995078706676857,0.004732489634011871,0.018488132805006788,-0.01496910743069373,-0.03540801221804632,-0.03680517658445481,-0.02930272068325815,-0.005814298928039985,0.008580931176575192,-0.03467314278419816
V,-0.022341389313374784,-0.009265437790716088,0.012336097981915107,0.00032535072757114815,0.037117681813026944,0.006021113769744687,0.013611127719410442,0.006608435348134323,-0.03409994224647243,0.0031679726262281685
VZ,-0.015614988178772268,0.029975457578458695,-0.0006182936998972979,-0.032325130200873166,-0.019204048894697134,0.005522373079851114,0.008327440180847355,-0.03308361737731528,0.03409994224647243,-0.04184386147214642
WFC,-0.01992395985076693,0.014373559152497979,0.03407684690980154,0.015710747035178448,0.016817413342433734,-0.028153993990036274,-0.027739722292376368,-0.03481063900332531,-0.017925943045962324,0.026156648142005176
WMT,-0.016392841571523355,0.021088965074394568,-0.03237672481981486,-0.03814907324304688,-0.037117681813026944,0.016225493609332745,-0.03692894226291126,0.04006539592115165,-0.00683358865323074,0.016628830565633454
XOM,-0.016977507652853926,0.024782536210450918,0.03407684690980154,0.02221282308680606,-0.020161910954217252,0.03680517658445481,0.012387232077980674,0.04006539592115165,0.03409994224647243,-0.02066180606008377
